sample_id	type	source	species	country	mean1	mean2	mean3	sd1	sd2	sd3	status	contributor	location	year	month	latitude	longitude	sex_call	sample_set	aim_species	taxon
AB0246-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-87.19261	5.361209	-25.543617	-52.854893000000004	-33.782990000000005	-25.369993	training	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	coluzzii	coluzzii
AB0233-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-89.73889	-23.296364	-6.856562599999999	-44.81678	-37.308679999999995	-22.866728	training	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	gambiae	gambiae
AN0428-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-95.888824	-22.907176999999997	-9.049558	-48.022774	-39.110752000000005	-24.515539999999998	training	Nora Besansky	Massila	2005.0	-1.0	10.187999999999999	14.142999999999999	F	AG1000G-CM-B	gambiae	gambiae
AV0338-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-73.07805	-22.180999999999997	-2.549065	-36.47818	-32.05921	-18.437260000000002	training	Ken Vernick	Toumani Oulena	2012.0	10.0	10.83	-7.81	F	AG1000G-GN-B	gambiae	gambiae
VBS02054-4431STDY6672922	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-98.612114	3.1119673	-27.543353999999997	-57.748863	-37.28864	-28.337132	training	Nora Besansky	Douna	2004.0	8.0	13.21	-5.9	F	AG1000G-ML-B	coluzzii	coluzzii
AB0471-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-105.48126	-32.213159999999995	-4.961945500000001	-50.44388	-43.840088	-26.479346999999997	training	Austin Burt	Pala	2014.0	7.0	11.15	-4.235	F	AG1000G-BF-B	gambiae	gambiae
AJ0038-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea-Bissau	-73.29465	-2.5899637	-16.276305999999998	-42.570786	-29.50886	-20.843548000000002	training	Joao Pinto	Antula	2010.0	-1.0	11.890999999999998	-15.582	F	AG1000G-GW	gambiae	gcx1
AN0158-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-69.54969	-21.100342	-2.120331	-35.284317	-31.190037	-17.498135	training	Nora Besansky	Mayos	2009.0	9.0	4.341	13.558	F	AG1000G-CM-A	gambiae	gambiae
AA0051-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-59.306934	20.328186	-28.402140000000003	-45.132286	-24.350235	-20.59044	training	David Weetman	Twifo Praso	2012.0	9.0	5.609	-1.5490000000000002	F	AG1000G-GH	coluzzii	coluzzii
AA0097-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-76.876175	14.430206	-28.975468	-52.046326	-30.531559	-23.964964000000002	validation	David Weetman	Madina	2012.0	11.0	5.667999999999999	-0.21899999999999997	F	AG1000G-GH	coluzzii	coluzzii
AY0036-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cote d'Ivoire	-57.018944	17.645744	-25.713667	-42.451237	-23.583979	-19.668146	training	David Weetman	Tiassale	2012.0	-1.0	5.898	-4.823	F	AG1000G-CI	coluzzii	coluzzii
AR0083-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Angola	-65.706406	36.919785	-41.719284	-55.760456000000005	-28.516869	-25.509642000000003	validation	Joao Pinto	Luanda	2009.0	4.0	-8.884	13.302	F	AG1000G-AO	coluzzii	coluzzii
AA0129-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Ghana	-71.96219	-22.614672	-1.6465229	-36.47764	-32.570393	-17.982676	training	David Weetman	Koforidua	2012.0	11.0	6.093999999999999	-0.261	F	AG1000G-GH	gambiae	gambiae
AB0234-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-93.66895	4.4463787	-26.875309	-55.916313	-35.843754	-27.084703	training	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	coluzzii	coluzzii
AZ0261-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-93.44513	-18.85272	-11.287175	-47.761520000000004	-37.56747	-24.338047	training	Nora Besansky	Bancoumana	2004.0	8.0	12.2	-8.2	F	AG1000G-ML-B	gambiae	gambiae
AJ0056-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea-Bissau	-70.09653	-0.68321806	-16.291798	-41.887679999999996	-28.918621	-19.915798000000002	training	Joao Pinto	Antula	2010.0	-1.0	11.890999999999998	-15.582	F	AG1000G-GW	gambiae	gcx1
AN0224-Cx	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-77.42479	-17.860508	-6.934176	-40.178833000000004	-32.80015	-19.925762	training	Nora Besansky	Daiguene	2009.0	9.0	4.777	13.844000000000001	M	AG1000G-CM-A	gambiae	gambiae
AA0039-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-71.82500999999999	4.598917	-20.339506	-44.75586	-28.9917	-20.897351999999998	validation	David Weetman	Twifo Praso	2012.0	9.0	5.609	-1.5490000000000002	F	AG1000G-GH	coluzzii	coluzzii
AB0148-Cx	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-86.810974	-20.456220000000002	-7.9848022	-44.219066999999995	-36.174503	-22.200748	training	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	gambiae	gambiae
AA0076-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-86.05063	11.407061	-29.427496	-55.342014	-33.437529999999995	-26.082577	training	David Weetman	Twifo Praso	2012.0	9.0	5.609	-1.5490000000000002	F	AG1000G-GH	coluzzii	coluzzii
BL0344-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-83.798836	-77.181786	32.64273	-40.142014	-53.003902000000004	-26.269266	training	David Weetman	Tarime	2012.0	8.0	-1.431	34.199	F	AG1000G-TZ	arabiensis	arabiensis
AA0042-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-64.82481999999999	21.324621	-30.880492999999998	-48.444748	-26.006647	-22.20399	training	David Weetman	Takoradi	2012.0	8.0	4.912	-1.774	F	AG1000G-GH	coluzzii	coluzzii
BL0310-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-73.72237	-71.06775	30.983433	-36.647144	-49.527297999999995	-23.173872	training	David Weetman	Tarime	2012.0	8.0	-1.431	34.199	F	AG1000G-TZ	arabiensis	arabiensis
AJ0126-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea-Bissau	-75.413864	-23.206121	-2.442037	-37.7065	-33.14735	-19.015085	training	Joao Pinto	Leibala	2010.0	-1.0	12.272	-14.222000000000001	F	AG1000G-GW	gambiae	gambiae
AK0298-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Kenya	-84.56068	-78.45279000000001	33.49163	-40.545696	-53.949566000000004	-26.695852000000002	training	Janet Midega	Kilifi	2007.0	-1.0	-3.511	39.909	F	AG1000G-KE	arabiensis	arabiensis
AV0002-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea	-80.29697	-13.012938	-11.12801	-43.14885	-33.359882	-20.979232999999997	training	Ken Vernick	Koraboh	2012.0	10.0	9.28	-10.03	F	AG1000G-GN-A	gambiae	gambiae
BL0338-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-82.02255	-78.15704000000001	33.517196999999996	-40.264732	-54.04796999999999	-25.86477	training	David Weetman	Tarime	2012.0	8.0	-1.431	34.199	F	AG1000G-TZ	arabiensis	arabiensis
AB0085-Cx	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-82.94906	-16.629665	-9.722828	-42.822323	-33.874905	-21.645382	training	Austin Burt	Pala	2012.0	7.0	11.15	-4.235	F	AG1000G-BF-A	gambiae	gambiae
AS0076-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gabon	-81.0733	-31.312407	1.9792734	-38.531757	-36.050045000000004	-19.743542	training	Joao Pinto	Libreville	2000.0	12.0	0.384	9.455	F	AG1000G-GA-A	gambiae	gambiae
AV0161-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Guinea	-67.62671	11.061729	-23.488070999999998	-45.921963	-27.647160999999997	-21.009273999999998	validation	Ken Vernick	Koundara	2012.0	10.0	8.48	-9.53	F	AG1000G-GN-B	coluzzii	coluzzii
AC0176-Cx	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Uganda	-75.59127	-24.569264999999998	-1.2774237	-37.666503999999996	-33.738620000000004	-18.749426	training	Martin Donnelly	Nagongera	2012.0	10.0	0.77	34.025999999999996	F	AG1000G-UG	gambiae	gambiae
AB0237-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-85.66409	9.366715	-27.8368	-53.42148	-32.65777	-25.793332999999997	training	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	coluzzii	coluzzii
AY0023-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cote d'Ivoire	-68.26651	10.330537	-23.198097	-45.6933	-27.683692999999998	-21.150276	validation	David Weetman	Tiassale	2012.0	-1.0	5.898	-4.823	F	AG1000G-CI	coluzzii	coluzzii
AB0091-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-85.43021	7.5172424	-26.478396999999998	-52.775146	-33.022408	-25.392992	training	Austin Burt	Bana	2012.0	7.0	11.232999999999999	-4.4719999999999995	F	AG1000G-BF-A	coluzzii	coluzzii
AB0325-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-70.36231	-20.741592	-2.7152357000000005	-35.494423	-31.146553000000004	-17.945518	training	Nora Besansky	Monomtenga	2004.0	6.0	12.06	-1.17	F	AG1000G-BF-C	gambiae	gambiae
AB0092-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-91.87666	7.602375	-28.341520000000003	-56.42881800000001	-35.251907	-27.025143	training	Austin Burt	Bana	2012.0	7.0	11.232999999999999	-4.4719999999999995	F	AG1000G-BF-A	coluzzii	coluzzii
AB0240-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-98.52901	3.6029343999999996	-27.797007	-57.737809999999996	-37.144302	-28.440075	training	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	coluzzii	coluzzii
VBS02062-4431STDY6672930	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-92.00598000000001	9.528722	-29.872916999999998	-57.486076000000004	-35.320384999999995	-27.385715	training	Nora Besansky	Fanzana	2004.0	8.0	13.2	-6.13	F	AG1000G-ML-B	coluzzii	coluzzii
AK0046-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Kenya	-78.4937	-73.67187	31.703246999999998	-38.223403999999995	-51.00127	-24.761063	training	Janet Midega	Kilifi	2012.0	-1.0	-3.511	39.909	F	AG1000G-KE	arabiensis	arabiensis
AB0161-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-91.32043	-14.382054	-13.719873999999999	-47.806507	-36.038296	-24.278667000000002	training	Austin Burt	Bana	2012.0	7.0	11.232999999999999	-4.4719999999999995	M	AG1000G-BF-A	gambiae	gambiae
BQ0129-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mozambique	-102.88852	-50.847355	9.823205	-45.459404	-46.39921	-24.427823999999998	training	Joao Pinto	Furvela	2004.0	2.0	-23.715999999999998	35.299	F	AG1000G-MZ	gambiae	gambiae
AY0020-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cote d'Ivoire	-86.2526	13.844014999999999	-31.276865	-56.64233	-33.53548	-26.433983	validation	David Weetman	Tiassale	2012.0	-1.0	5.898	-4.823	F	AG1000G-CI	coluzzii	coluzzii
AS0064-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gabon	-66.74335500000001	-25.531382	1.7494180000000001	-32.769707000000004	-30.72638	-16.514485999999998	training	Joao Pinto	Libreville	2000.0	12.0	0.384	9.455	F	AG1000G-GA-A	gambiae	gambiae
AG0314-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-94.985535	2.1285732000000004	-25.728014	-55.747482	-36.409893	-27.073526	training	Charles Godfray	Wali Kunda	2012.0	10.0	13.567	-14.917	F	AG1000G-GM-C	coluzzii	gcx2
AS0065-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gabon	-73.84813	-31.186176	3.6045167	-35.014732	-33.655178	-17.935232	training	Joao Pinto	Libreville	2000.0	12.0	0.384	9.455	F	AG1000G-GA-A	gambiae	gambiae
BL0116-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Tanzania	-92.302185	-37.743443	3.2363392999999996	-42.85604	-40.71017	-22.291348	training	Bilali Kabula	Muleba	2015.0	6.0	-1.962	31.651	F	AG1000G-TZ	gambiae	gambiae
AN0321-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-82.50946	-18.529861	-8.123626	-42.344208	-34.404720000000005	-21.277557	training	Nora Besansky	Daiguene	2009.0	9.0	4.777	13.844000000000001	F	AG1000G-CM-A	gambiae	gambiae
BK0029-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Central African Republic	-92.4391	-33.897102000000004	0.35078317	-43.48023	-40.141529999999996	-22.633059	validation	Alessandra della Torre	Bangui	1994.0	1.0	4.367	18.583	F	AG1000G-CF	gambiae	gambiae
AG0445-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gambia, The	-87.569214	-4.977799	-18.9535	-49.178416999999996	-34.1061	-24.525292999999998	training	Beniamino Caputo	Sare Samba Sowe	2012.0	8.0	13.583	-15.9	UKN	AG1000G-GM-B	gambiae	gcx1
AZ0188-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Malawi	-89.4949	-81.21175	34.164017	-42.569717	-55.68040500000001	-27.895190000000003	training	Martin Donnelly	Chikhwawa	2015.0	5.0	-15.933	34.755	F	AG1000G-MW	arabiensis	arabiensis
AN0624-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-66.06381	-20.43454	-1.5103277	-33.767509999999994	-30.162328999999996	-16.534060999999998	training	Brad White	Nkolondom	2013.0	10.0	3.972	11.515999999999998	F	AG1000G-CM-C	gambiae	gambiae
AB0143-Cx	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-93.16807	-24.425213	-7.169385000000001	-46.30188	-38.65433	-23.61768	validation	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	gambiae	gambiae
AN0348-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cameroon	-63.67884	15.499048000000002	-25.646696	-45.394234000000004	-26.125785999999998	-20.69875	validation	Brad White	Nkolondom	2013.0	10.0	3.972	11.515999999999998	F	AG1000G-CM-C	coluzzii	coluzzii
AJ0138-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea-Bissau	-86.882675	-6.3605694999999995	-17.716557	-48.316177	-34.161390000000004	-23.976282	training	Joao Pinto	Safim	2010.0	-1.0	11.957	-15.649000000000001	F	AG1000G-GW	gambiae	gcx1
VBS02090-4431STDY6772809	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-97.6592	-21.445375	-10.835301	-49.150090000000006	-39.074764	-25.342745	training	Nora Besansky	Kela	2004.0	8.0	11.88	-8.45	F	AG1000G-ML-B	gambiae	gambiae
AV0389-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-79.57319	-19.776363	-6.225137	-40.72235	-33.965107	-20.247934	training	Ken Vernick	Toumani Oulena	2012.0	10.0	10.83	-7.81	F	AG1000G-GN-B	gambiae	gambiae
AR0034-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Angola	-61.674004000000004	30.355265000000003	-35.89506	-50.749516	-25.843779	-22.79919	training	Joao Pinto	Luanda	2009.0	4.0	-8.884	13.302	F	AG1000G-AO	coluzzii	coluzzii
AA0128-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-66.3867	19.897072	-30.308384000000004	-49.028824	-26.876638	-22.352242999999998	training	David Weetman	Takoradi	2012.0	8.0	4.912	-1.774	F	AG1000G-GH	coluzzii	coluzzii
AK0085-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Kenya	-81.58574	-9.20513	-14.016305	-45.266544	-33.703815000000006	-21.867878	training	Janet Midega	Kilifi	2012.0	-1.0	-3.511	39.909	F	AG1000G-KE	intermediate_gambiae_coluzzii	gcx3
AB0121-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-92.02597	2.2209165	-25.096595999999998	-53.72495	-34.846313	-26.605127000000003	training	Austin Burt	Bana	2012.0	7.0	11.232999999999999	-4.4719999999999995	M	AG1000G-BF-A	coluzzii	coluzzii
VBS02068-4431STDY6672936	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-92.68893	7.1046423999999995	-28.258474	-56.700153	-35.759296	-27.059984000000004	training	Nora Besansky	Douna	2004.0	8.0	13.21	-5.9	F	AG1000G-ML-B	coluzzii	coluzzii
AA0110-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-68.0047	19.157425	-30.127407	-49.19801	-27.248167	-22.516039000000003	training	David Weetman	Madina	2012.0	11.0	5.667999999999999	-0.21899999999999997	F	AG1000G-GH	coluzzii	coluzzii
VBS02049-4431STDY6672917	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-86.473206	6.0278754	-25.79186	-52.884322999999995	-33.368390000000005	-25.296522	training	Nora Besansky	Douna	2004.0	8.0	13.21	-5.9	F	AG1000G-ML-B	coluzzii	coluzzii
AJ0085-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea-Bissau	-55.961052	-0.578088	-12.318208	-34.059129999999996	-24.122742000000002	-16.414433	training	Joao Pinto	Antula	2010.0	-1.0	11.890999999999998	-15.582	F	AG1000G-GW	gambiae	gcx1
AB0167-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-98.300735	-20.383602	-11.5232315	-50.201637	-39.699684000000005	-25.334286	training	Austin Burt	Pala	2012.0	7.0	11.15	-4.235	M	AG1000G-BF-A	gambiae	gambiae
BL0227-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-82.50625600000001	-74.38817	31.230381	-39.23475	-51.21416	-25.416135999999998	training	Bilali Kabula	Muleba	2015.0	6.0	-1.962	31.651	F	AG1000G-TZ	arabiensis	arabiensis
VBS02057-4431STDY6672925	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-98.59308	8.3565	-30.958849	-60.603542000000004	-37.65934	-28.890085	training	Nora Besansky	Fanzana	2004.0	8.0	13.2	-6.13	F	AG1000G-ML-B	coluzzii	coluzzii
AA0108-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Ghana	-67.369354	-19.785357	-2.4247894	-34.40005	-30.169376	-17.046274	training	David Weetman	Madina	2012.0	11.0	5.667999999999999	-0.21899999999999997	F	AG1000G-GH	gambiae	gambiae
AB0189-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-92.10348499999999	7.470502000000001	-28.332794	-56.756638	-35.62826	-26.955984	training	Austin Burt	Bana	2012.0	7.0	11.232999999999999	-4.4719999999999995	F	AG1000G-BF-A	coluzzii	coluzzii
AZ0273-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-89.869896	6.4669356	-27.057613	-54.904198	-34.518190000000004	-26.287928000000004	training	Nora Besansky	Moribobougou	2004.0	8.0	12.69	-7.87	F	AG1000G-ML-B	coluzzii	coluzzii
BL0184-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-75.60265	-69.555115	29.485603	-36.770245	-48.444134000000005	-23.083242000000002	training	Bilali Kabula	Muleba	2015.0	3.0	-1.962	31.651	F	AG1000G-TZ	arabiensis	arabiensis
AB0205-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-80.295395	-26.750278	-1.2598878	-39.394890000000004	-35.363644	-19.852724	validation	Austin Burt	Pala	2012.0	7.0	11.15	-4.235	F	AG1000G-BF-A	gambiae	gambiae
AK0054-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Kenya	-70.94553	-63.772827	26.879063000000002	-34.290215	-44.805653	-21.210810000000002	validation	Janet Midega	Kilifi	2012.0	-1.0	-3.511	39.909	F	AG1000G-KE	arabiensis	arabiensis
BK0008-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Central African Republic	-51.739708	26.411147999999997	-29.755423999999998	-43.086845000000004	-21.993458	-19.2785	training	Alessandra della Torre	Bangui	1993.0	12.0	4.367	18.583	F	AG1000G-CF	coluzzii	coluzzii
AN0474-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-98.50034000000001	-22.079207999999998	-10.536146	-49.537014	-39.754993	-25.35933	training	Nora Besansky	Massila	2005.0	-1.0	10.187999999999999	14.142999999999999	F	AG1000G-CM-B	gambiae	gambiae
AZ0339-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-92.12865	5.33473	-26.930922	-55.565624	-35.471626	-26.703884000000002	training	Austin Burt	Ouassorola	2014.0	8.0	12.9	-8.16	F	AG1000G-ML-A	coluzzii	coluzzii
AB0238-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-94.18535	-18.733166	-11.458846000000001	-48.394062	-37.897102000000004	-24.565668	training	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	gambiae	gambiae
AP0009-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mayotte	-112.879005	-61.14215	14.635812	-49.045826	-51.845028000000006	-27.184145	training	Igor Sharakhov	Combani	2011.0	-1.0	-12.779000000000002	45.143	M	AG1000G-FR	gambiae	gambiae
AK0284-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Kenya	-83.43268	-74.92453	31.640465000000003	-39.514305	-51.56381	-26.017214000000003	training	Janet Midega	Kilifi	2007.0	-1.0	-3.511	39.909	F	AG1000G-KE	arabiensis	arabiensis
AZ0268-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-77.85478	13.266754	-28.324324	-51.574615	-30.283699	-24.269964	training	Nora Besansky	Fanzana	2004.0	8.0	13.2	-6.13	F	AG1000G-ML-B	coluzzii	coluzzii
AA0082-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Ghana	-81.55954	-16.573196	-9.238116	-42.476096999999996	-33.815723	-21.242144	training	David Weetman	Koforidua	2012.0	11.0	6.093999999999999	-0.261	F	AG1000G-GH	gambiae	gambiae
AA0096-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Ghana	-84.79968000000001	-24.036333	-4.812923400000001	-42.225464	-35.992184	-21.506397	training	David Weetman	Madina	2012.0	11.0	5.667999999999999	-0.21899999999999997	F	AG1000G-GH	gambiae	gambiae
AV0336-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-85.74168399999999	-14.446132	-12.103541	-44.69917	-34.100582	-22.968239	training	Ken Vernick	Toumani Oulena	2012.0	10.0	10.83	-7.81	F	AG1000G-GN-B	gambiae	gambiae
AZ0290-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-94.52994	6.9104166	-28.807531	-57.387325	-36.17954	-27.761442	training	Austin Burt	Kababougou	2014.0	8.0	12.89	-8.15	F	AG1000G-ML-A	coluzzii	coluzzii
BK0048-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Central African Republic	-72.10181	-24.009197	-0.7136182	-36.087914000000005	-32.46178	-17.891527	training	Alessandra della Torre	Bangui	1994.0	1.0	4.367	18.583	F	AG1000G-CF	gambiae	gambiae
BL0294-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-81.503685	-74.71575	31.737665000000003	-39.326916	-51.689953	-25.270899	training	David Weetman	Moshi	2012.0	8.0	-3.4819999999999998	37.308	F	AG1000G-TZ	arabiensis	arabiensis
AG0208-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gambia, The	-70.09908	-1.8594567	-15.652032	-41.519729999999996	-28.982815000000002	-19.90125	training	Martin Donnelly	Njabakunda	2011.0	10.0	13.55	-15.9	F	AG1000G-GM-A	gambiae	gcx1
AP0006-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mayotte	-106.50752	-60.61691	16.099234	-46.569145	-49.762840000000004	-26.01291	training	Igor Sharakhov	Mtsanga Charifou	2011.0	-1.0	-12.991	45.156000000000006	F	AG1000G-FR	gambiae	gambiae
AN0405-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-74.975235	-21.762657	-3.2560015	-37.8966	-33.058563	-18.752426	training	Brad White	Nkolondom	2013.0	10.0	3.972	11.515999999999998	F	AG1000G-CM-C	gambiae	gambiae
BL0082-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-79.222534	-70.51926	29.504227	-37.57006	-48.8167	-24.036407	training	Bilali Kabula	Muleba	2015.0	3.0	-1.962	31.651	F	AG1000G-TZ	arabiensis	arabiensis
AV0248-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-100.91344000000001	5.758033999999999	-29.873603999999997	-60.237919999999995	-38.154213	-29.309472999999997	training	Ken Vernick	Takan	2012.0	10.0	11.47	-8.33	F	AG1000G-GN-B	coluzzii	coluzzii
AN0098-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-77.224686	-11.172588000000001	-11.515783	-41.678090000000005	-31.741253000000004	-20.75453	training	Nora Besansky	Gado Badzere	2009.0	9.0	5.747000000000001	14.442	F	AG1000G-CM-A	gambiae	gambiae
AN0051-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-73.83086999999999	-23.170925	-2.185981	-36.491543	-32.41426	-18.647182	training	Nora Besansky	Gado Badzere	2009.0	9.0	5.747000000000001	14.442	F	AG1000G-CM-A	gambiae	gambiae
AG0130-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-74.66283	11.778795	-26.293638	-49.722538	-29.768818	-23.00755	training	Martin Donnelly	Njabakunda	2011.0	8.0	13.55	-15.9	F	AG1000G-GM-A	coluzzii	gcx2
AB0099-Cx	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-84.3165	8.573474000000001	-26.90397	-52.622673	-32.475437	-25.100595000000002	training	Austin Burt	Bana	2012.0	7.0	11.232999999999999	-4.4719999999999995	F	AG1000G-BF-A	coluzzii	coluzzii
