	Anopheles_marshallii_group	Anopheles_moucheti_group	Myzomyia_sp1	Anopheles_gabonensis	Anopheles_funestus	Anopheles_rhodesiensis	Anopheles_minimus_A	Anopheles_culicifacies	Anopheles_aconitus	Anopheles_maculatus_group	Anopheles_maculipalpis	Anopheles_annularis	Anopheles_jamesii	Anopheles_stephensi	Anopheles_gambiae_complex	Anopheles_christyi	Anopheles_sundaicus_complex	Anopheles_vagus	Anopheles_dirus_complex	Anopheles_punctulatus_group	Anopheles_tessellatus	Anopheles_coustani_complex	Anopheles_hyrcanus_gp_sp1	Anopheles_sinensis_group	Anopheles_barbirostris	Anopheles_atroparvus	Anopheles_implexus	Anopheles_nili_group	Anopheles_vinckei	Anopheles_dureni	Anopheles_aquasalis	Anopheles_oryzalimnetes	Anopheles_darlingi	Anopheles_albimanus	Kerteszia_subgenus
Amar-5	0.0	0.0	0.0	0.0	0.0	0.0025715204114432656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9882321581171452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009196321471411436	0.0	0.0	0.0	0.0	0.0	0.0
Agam-38	0.0	0.0	0.0	0.0	0.0	0.0027519779841761265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9872848424620012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009963179553822829	0.0	0.0	0.0	0.0	0.0	0.0
Agam-35	0.0	0.0	0.0	0.0	0.0	0.0027045300878972283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9875040693161046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009791400595998295	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-arabiensis-sharakhov	0.0	0.0	0.0	0.0	0.0	0.00261437908496732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9973856209150328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-arabiensis-dongolascaffoldsaarad1	0.0	0.0	0.0	0.0	0.0	0.002530044275774826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9974699557242253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AZ0165-C	0.0	0.0	0.0	0.0	0.0	0.0025715204114432656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98800225008036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009426229508196722	0.0	0.0	0.0	0.0	0.0	0.0
AC0049-C	0.0	0.0	0.0	0.0	0.0	0.0025715204114432656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98800225008036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009426229508196722	0.0	0.0	0.0	0.0	0.0	0.0
AB0502-C	0.0	0.0	0.0	0.0	0.0	0.002530044275774826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9974699557242253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BL0203-C	0.0	0.0	0.0	0.0	0.0	0.002530044275774826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.988195762175838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009274193548387098	0.0	0.0	0.0	0.0	0.0	0.0
Acol-645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.987379972565158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01262002743484225	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760638	0.0	0.0	0.0	0.0	0.0	0.0032012805122048817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9967987194877952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760633	0.0	0.0	0.0	0.0	0.0	0.0028011204481792717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9869310224089636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010267857142857145	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760642	0.0	0.0	0.0	0.0	0.0	0.0030165912518853697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9969834087481146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760639	0.0	0.0	0.0	0.0	0.0	0.002904865649963689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9970951343500364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760637	0.0	0.0	0.0	0.0	0.0	0.0030165912518853697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9859257164404224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011057692307692308	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760635	0.0	0.0	0.0	0.0	0.0	0.0027045300878972283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9875040693161046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009791400595998295	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760641	0.0	0.0	0.0	0.0	0.0	0.002904865649963689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9918367895855188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005258344764517604	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760640	0.0	0.0	0.0	0.0	0.0	0.003137254901960784	0.0	0.0	0.0	0.0033913043478260864	0.0	0.0	0.0	0.0	0.990080136402387	0.0	0.0	0.0	0.0033913043478260864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760634	0.0	0.0	0.0	0.0	0.0	0.003137254901960784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9911837327523604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005679012345679012	0.0	0.0	0.0	0.0	0.0	0.0
AquaSAMN01760636	0.0	0.0	0.0	0.0	0.0	0.003137254901960784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9853627450980392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011500000000000002	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-quadriannulatus-sangwescaffoldsaquas1	0.0	0.0	0.0	0.0	0.0	0.0025715204114432656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9882321581171452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009196321471411436	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-melas-cm1001059ascaffoldsamelc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmelSAMN01760621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmelSAMN01760618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmelSAMN01760619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760624	0.0	0.0	0.0	0.0	0.0	0.0035650623885918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9964349376114082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-merus-mafscaffoldsamerm2	0.0	0.0	0.0	0.0	0.0	0.0025715204114432656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9974284795885568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760627	0.0	0.0	0.0	0.0	0.0	0.0032012805122048817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9967987194877952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760628	0.0	0.0	0.0	0.0	0.0	0.0030165912518853697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9969834087481146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760623	0.0	0.0	0.0	0.0	0.0	0.003337505214851898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996662494785148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760630	0.0	0.0	0.0	0.0	0.0	0.003337505214851898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996662494785148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760629	0.0	0.0	0.0	0.0	0.0	0.0036479708162334705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9963520291837664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760626	0.0	0.0	0.0	0.0	0.0	0.0035650623885918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9964349376114082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760632	0.0	0.0	0.0	0.0	0.0	0.0039215686274509795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996078431372549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760625	0.0	0.0	0.0	0.0	0.0	0.0038259206121472977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9961740793878529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760631	0.0	0.0	0.0	0.0	0.0	0.005060088551549652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9949399114484504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-christyi-achkn1017scaffoldsachra1	0.08673469387755102	0.04591836734693878	0.040816326530612235	0.0	0.014332450537466897	0.05761665688639672	0.0	0.040816326530612235	0.020408163265306117	0.061224489795918366	0.0	0.005102040816326529	0.03231292517006803	0.0	0.2069624572019867	0.0	0.12244897959183673	0.16326530612244894	0.040816326530612235	0.020408163265306117	0.020408163265306117	0.0	0.0	0.0	0.0	0.0	0.0	0.020408163265306117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006611570247933882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9670428056791692	0.0263456240728968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006734006734006735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9600492100492098	0.033216783216783216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9738603988603988	0.026139601139601145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006379585326953748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9463256042203412	0.047294810452705185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-epiroticus-epiroticus2scaffoldsaepie1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00686106346483705	0.0	0.0	0.0	0.0	0.0	0.018867924528301886	0.0	0.9215595725029688	0.05271143950389233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05037209302325581	0.9429612403100776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00669642857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03332735578375113	0.9599762156448204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006696428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05654164149803685	0.9367619299305346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006578947368421053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04769834568596179	0.9374667729930888	0.0	0.008255933952528379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-dirus-wrair2scaffoldsadirw1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9918367346938776	0.00816326530612245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.9803921568627452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-cracens-ASM209184v1-scaffolds	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9904761904761904	0.009523809523809523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-koliensis-akwgs3contigsjxxb01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015873015873015876	0.9603174603174603	0.0	0.0	0.0	0.0	0.0	0.0	0.02380952380952381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-farauti-far1scaffoldsafarf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08148148148148149	0.9037037037037038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014814814814814815	0.0
anopheles-punctulatus-apwgs2contigsjxxa01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0375	0.9375	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00150	0.004048582995951417	0.0	0.0	0.019230769230769232	0.0	0.004048582995951417	0.008050361564203974	0.0	0.0	0.004048582995951417	0.0	0.003036437246963563	0.00044464206313917285	0.0	0.009615384615384616	0.0	0.0	0.0	0.030769230769230767	0.007692307692307694	0.9078479324144064	0.0	0.0	0.0005002223210315696	0.0	0.0	0.0006669630947087594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00149	0.0	0.0	0.0	0.0	0.0	0.0	0.010510948905109488	0.0	0.0	0.0	0.0	0.0	0.001167883211678832	0.0	0.0	0.0	0.0	0.0	0.020000000000000004	0.0	0.8885888077858881	0.0	0.0	0.07798053527980535	0.0	0.0	0.0017518248175182485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apal-257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038461538461538464	0.8236929922135706	0.059681697612732086	0.07816377171215881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azie-77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9612978867262238	0.016507703595011004	0.02219440967876512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azie-1032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9556341628325004	0.01892346509671993	0.02544237207077953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aten-954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9595777928029448	0.017241379310344827	0.02318082788671024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aten-79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.959772085456254	0.01724137931034483	0.0229865352334012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azie-70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9614942528735632	0.022819472616632863	0.015686274509803925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aten-333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9497285588622136	0.018589166237776632	0.03168227490000975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acou-80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9595777928029448	0.017241379310344827	0.02318082788671024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apal-81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.944878808367652	0.023510971786833857	0.03161021984551396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acou-71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9361546499477534	0.017633228840125394	0.04621212121212122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azie-1055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9393666892044176	0.02586206896551724	0.03477124183006535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acou-962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9596276229790162	0.010416666666666666	0.02995571035431717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aten-191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9671672924488944	0.010638297872340424	0.02219440967876512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acou-959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9318627450980392	0.022435897435897436	0.04570135746606335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aten-185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9549737515143356	0.013768115942028987	0.031258132543635304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azie-334	0.011111111111111113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9547912425443766	0.011111111111111113	0.0229865352334012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acou-956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9586666666666668	0.02	0.021333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0765625	0.915625	0.0078125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07886904761904763	0.8839285714285714	0.03720238095238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059472049689440976	0.018342391304347824	0.0	0.9221855590062112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00083	0.0	0.0	0.0	0.0	0.0	0.0	0.004931506849315068	0.0	0.0	0.0	0.0	0.0	0.0005479452054794519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06284148727984344	0.07077212918660286	0.0	0.86008501367054	0.0	0.0	0.0008219178082191778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-sinensis-sinensisscaffoldsasins2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08818269908386188	0.06209930861093652	0.8497179923052016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-sinensis-chinascaffoldsasinc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1340689966525722	0.032441860465116275	0.8084891428823116	0.024999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
