SPECIMEN_ID	SERIES	ASP-PROJ CODE-COUNTRY CODE-MMYY-PLATENO	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	ORGANISM_PART	CATCH_ID	ORDER_OR_GROUP	FAMILY	GENUS	SCIENTIFIC_NAME	LIFESTAGE	SEX	OTHER_ORGANISMS	BLOOD_MEAL	GRAVIDITY	COLLECTOR_SAMPLE_ID	DATE_OF_COLLECTION	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	WHAT_THREE_WORDS	HABITAT	ELEVATION	TIME_OF_COLLECTION	TIME_OF_COLLECTION.1	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	IDENTIFIED_HOW	PRESERVATION_APPROACH	PRESERVATIVE_SOLUTION	TIME_ELAPSED_FROM_COLLECTION_TO_PRESERVATION	DATE_OF_PRESERVATION	DNA_EXTRACTION_DESCRIPTION	DNA_EXTRACT_VOLUME_PROVIDED	DNA_EXTRACT_CONCENTRATION	HAZARD_GROUP	REGULATORY_COMPLIANCE	VOUCHER_ID	OTHER_INFORMATION	TEMP.(°C)	HUMIDITY_(%)	WIND_DIRECTION	WIND SPEED_(km/h)	GUST SPEED_(km/h) 	RAINFALL_(mm)	SOLAR_RADIATION_(W/m²)	COLLECTED_BY	COLLECTOR_AFFILIATION	IDENTIFIED_BY	IDENTIFIER_AFFILIATION	PRESERVED_BY	PRESERVER_AFFILIATION	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
KIMA_005_D2	396	ASP-BUMI-BF-2103-05	PLATE5	D2	WHOLE_ORGANISM	Tube61	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	Y	BF.SK.17-476	2017-07-26	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-07-26				HG1	Y	NOT_APPLICABLE		21.151	93.3	68.8	0	0.9	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253808	45794	54.0	8390.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_005_E2	397	ASP-BUMI-BF-2103-05	PLATE5	E2	WHOLE_ORGANISM	Tube62	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	Y	BF.SK.17-473	2017-07-26	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-07-26				HG1	Y	NOT_APPLICABLE		21.151	93.3	68.8	0	0.9	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253809	45794	50.0	4949.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_005_F2	398	ASP-BUMI-BF-2103-05	PLATE5	F2	WHOLE_ORGANISM	Tube62	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	Y	BF.SK.17-473	2017-07-26	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-07-26				HG1	Y	NOT_APPLICABLE		21.151	93.3	68.8	0	0.9	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253810	45794	45.0	2345.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
KIMA_005_G2	399	ASP-BUMI-BF-2103-05	PLATE5	G2	WHOLE_ORGANISM	Tube62	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	Y	BF.SK.17-473	2017-07-26	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		06:00:00	PT30M	PYRETHROID_SPRAY_CATCH	INDOORS	Pyrethroid based-aerosol (Kaltox: an aerosol manufactured by SAPHYTO® and made of 0.20% Tetramethrin, 0.17% Permethrin, 0.75% Chlorpyrifos-ethyl, solvent, propulsor and 98,61% perfume) is sprayed inside the houses early in the morning (mainly at 6:00) after a white sheet is laid to cover the surface of the ground of the houses to collect dead or stunned mosquitoes due to the insecticide's effect. Fifteen minutes after the spraying, the white sheet is brought out from the house and the dead and knocked-down mosquitoes are collected using forceps, placed in petri dishes and send to the field laboratory for morphological identification. 	Taxon expert, morphology	Kill method: Kill or knocked out with a pyrethroid based-aerosol (Spraying time: 30 seconds, time elapsed from spraying to collection: 15 minutes). Collection method: All the dead and knocked-down mosquitoes are collected, kept in petri dishes and send to the field lab for morphological identification. Preservation1: Grouped in pool of at most 10 in 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 100% ethanol and stored at room temperature before the shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-07-26				HG1	Y	NOT_APPLICABLE		21.151	93.3	68.8	0	0.9	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253811	45794	54.0	7244.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_005_H2	400	ASP-BUMI-BF-2103-05	PLATE5	H2	WHOLE_ORGANISM	Tube63	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1196	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		04:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.545	91.1	196.5	0	7.24	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806235C_H2	41336	56.0	6503.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_005_A3	401	ASP-BUMI-BF-2103-05	PLATE5	A3	WHOLE_ORGANISM	Tube63	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1196	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		04:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.545	91.1	196.5	0	7.24	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806235C_A3	41336	60.0	13409.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_005_B3	402	ASP-BUMI-BF-2103-05	PLATE5	B3	WHOLE_ORGANISM	Tube63	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1196	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		04:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.545	91.1	196.5	0	7.24	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253814	45794	55.0	15839.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_005_C3	403	ASP-BUMI-BF-2103-05	PLATE5	C3	WHOLE_ORGANISM	Tube63	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1196	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		04:00:00	PT1H	HUMAN_LANDING_CATCH	INDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.545	91.1	196.5	0	7.24	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253815	45794	60.0	30272.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_005_D3	404	ASP-BUMI-BF-2103-05	PLATE5	D3	WHOLE_ORGANISM	Tube64	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1204	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.761	89.3	230.2	0	9.97	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806235C_D3	41336	59.0	19617.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_005_E3	405	ASP-BUMI-BF-2103-05	PLATE5	E3	WHOLE_ORGANISM	Tube64	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1204	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.761	89.3	230.2	0	9.97	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253817	45794	61.0	59125.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_005_F3	406	ASP-BUMI-BF-2103-05	PLATE5	F3	WHOLE_ORGANISM	Tube64	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1204	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.761	89.3	230.2	0	9.97	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806235C_F3	41336	60.0	19443.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_005_G3	407	ASP-BUMI-BF-2103-05	PLATE5	G3	WHOLE_ORGANISM	Tube64	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1204	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.761	89.3	230.2	0	9.97	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253819	45794	60.0	18807.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_005_H3	408	ASP-BUMI-BF-2103-05	PLATE5	H3	WHOLE_ORGANISM	Tube64	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1204	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.761	89.3	230.2	0	9.97	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253820	45794	55.0	6779.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_005_A4	409	ASP-BUMI-BF-2103-05	PLATE5	A4	WHOLE_ORGANISM	Tube65	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1205	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		04:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.545	91.1	196.5	0	7.24	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806235C_A4	41336	61.0	26079.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_005_B4	410	ASP-BUMI-BF-2103-05	PLATE5	B4	WHOLE_ORGANISM	Tube65	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1205	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		04:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.545	91.1	196.5	0	7.24	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253822	45794	60.0	25978.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	no			
KIMA_005_C4	411	ASP-BUMI-BF-2103-05	PLATE5	C4	WHOLE_ORGANISM	Tube65	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.SK.17-1205	2017-08-21	BURKINA FASO | HAUTS-BASSINS | HOEUT | DEPARTEMENT DE KARANGASSO-SAMBLA | SOUROUKOUDINGAN	11.235433	-4.536547		RURAL AREA		04:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-21				HG1	Y	NOT_APPLICABLE		23.545	91.1	196.5	0	7.24	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	ANOSPP10253823	45794	58.0	22791.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
